age,income,loan_amount,emp_length,home_ownership,purpose,credit_history_length,historical_default,default
52,50507.62497400164,4048.574069769784,10,RENT,DEBT_CONSOLIDATION,16,0,0
47,134882.25705589785,33250.21663923246,13,MORTGAGE,EDUCATION,16,0,0
52,77463.16859177148,35277.9675361386,4,MORTGAGE,DEBT_CONSOLIDATION,4,0,1
24,63015.617188592354,17161.9120549409,3,MORTGAGE,HOME_IMPROVEMENT,6,0,0
38,78341.0845980824,37465.87781994483,2,RENT,DEBT_CONSOLIDATION,17,0,1
23,107020.75218971698,24173.354451827498,5,RENT,DEBT_CONSOLIDATION,5,0,1
54,38948.353871817715,21921.627090730264,3,RENT,DEBT_CONSOLIDATION,1,0,1
36,78426.3985777859,3952.34110315378,3,MORTGAGE,DEBT_CONSOLIDATION,12,0,0
63,96424.9682443503,14471.255326902954,16,MORTGAGE,HOME_IMPROVEMENT,4,0,0
47,143315.8361306864,42033.42874806789,24,MORTGAGE,EDUCATION,11,0,0
49,52828.6116698045,18848.4304211905,9,OWN,DEBT_CONSOLIDATION,5,0,0
48,66702.59722911193,25508.122383941038,8,MORTGAGE,DEBT_CONSOLIDATION,2,1,0
65,69316.6166899151,24876.93219632283,6,MORTGAGE,HOME_IMPROVEMENT,17,0,0
25,98719.96049383476,27388.53686237581,1,MORTGAGE,EDUCATION,7,1,1
54,66375.16689520021,4637.231092661153,0,RENT,MEDICAL,6,0,0
60,89356.55028896042,17573.578956345315,7,OWN,HOME_IMPROVEMENT,9,0,0
56,121632.74287985382,33094.51577694983,7,MORTGAGE,HOME_IMPROVEMENT,13,0,1
43,111700.12723458647,10624.090796138265,0,RENT,HOME_IMPROVEMENT,11,0,0
48,78027.92404663612,10753.870234493499,15,RENT,MEDICAL,16,0,0
65,132348.10309764196,2433.8960876280635,0,RENT,VENTURE,16,0,0
50,92558.23244720217,20811.722844153017,2,MORTGAGE,DEBT_CONSOLIDATION,2,0,0
54,90187.75913528762,39957.57836895715,6,MORTGAGE,DEBT_CONSOLIDATION,10,0,0
52,24444.409572090564,4231.740574254287,1,OWN,DEBT_CONSOLIDATION,12,0,0
40,148270.087446431,10218.104508328113,0,OWN,HOME_IMPROVEMENT,8,0,0
51,35986.20510885147,15333.635148738467,2,RENT,EDUCATION,11,0,0
42,50047.01861559406,33464.16367226116,8,RENT,HOME_IMPROVEMENT,10,0,0
52,26720.588841398505,29547.33049051122,3,RENT,DEBT_CONSOLIDATION,13,0,1
22,103200.38568879878,19885.587897019766,4,MORTGAGE,EDUCATION,4,0,0
37,49211.153006448396,34639.96438811015,5,RENT,VENTURE,7,1,1
44,43401.35687145406,28214.133501246783,0,MORTGAGE,DEBT_CONSOLIDATION,3,0,1
61,31512.22594902138,40529.75438526042,26,MORTGAGE,EDUCATION,13,0,1
50,33430.164426122035,37175.150212963796,0,MORTGAGE,HOME_IMPROVEMENT,19,0,1
22,96007.19105753653,12870.985061835625,4,RENT,VENTURE,4,1,1
59,109467.02256265741,13671.85883827061,4,OWN,VENTURE,9,0,0
65,71659.26850037213,7390.328459072582,19,OWN,HOME_IMPROVEMENT,19,0,0
43,82386.62060696952,16489.48320585063,0,RENT,EDUCATION,13,0,0
51,109175.80567778794,44980.38850492106,4,MORTGAGE,VENTURE,8,0,0
41,22259.372724112352,19447.300250447624,1,OWN,HOME_IMPROVEMENT,18,0,1
42,62006.98541913621,11481.002691631575,0,RENT,DEBT_CONSOLIDATION,2,0,0
21,146502.70724914502,34786.76403244878,3,MORTGAGE,VENTURE,3,0,1
46,95414.58986041085,25326.25314889421,1,RENT,DEBT_CONSOLIDATION,18,1,1
61,53049.195386674124,8432.86232965896,5,MORTGAGE,DEBT_CONSOLIDATION,11,0,0
21,87824.90606270771,18369.656289917228,0,RENT,VENTURE,1,0,1
45,64544.95345571899,19822.197768191763,2,MORTGAGE,EDUCATION,14,0,0
36,89191.84854741888,34414.677124476395,9,RENT,HOME_IMPROVEMENT,16,0,0
59,36346.39653486435,2888.868862351892,3,MORTGAGE,DEBT_CONSOLIDATION,11,0,0
52,37252.904996506055,13567.84481232735,5,OWN,DEBT_CONSOLIDATION,1,0,0
28,38660.50706512107,24256.640956567448,6,MORTGAGE,DEBT_CONSOLIDATION,7,0,1
62,142176.5729504894,13560.409925472264,11,MORTGAGE,DEBT_CONSOLIDATION,16,0,0
58,115276.85938437443,29022.664039016952,2,MORTGAGE,EDUCATION,14,0,0
48,41109.64630610171,22720.301608808513,6,RENT,DEBT_CONSOLIDATION,15,0,1
61,44485.38088952818,17553.540958961967,19,RENT,HOME_IMPROVEMENT,14,0,0
45,115007.83173321393,42815.97095543203,7,OWN,DEBT_CONSOLIDATION,11,0,0
54,40301.29982298261,29182.858465017667,4,RENT,MEDICAL,16,0,1
44,50492.96813352773,7587.479007521472,5,RENT,DEBT_CONSOLIDATION,19,0,0
43,145235.08826665187,26083.942990066007,8,MORTGAGE,DEBT_CONSOLIDATION,17,0,0
32,53189.84821469614,35571.469687638746,5,RENT,DEBT_CONSOLIDATION,6,0,1
26,106012.20554824908,32465.056992190286,0,RENT,HOME_IMPROVEMENT,8,0,1
55,147222.06736206895,9399.836859696154,1,OWN,HOME_IMPROVEMENT,17,0,0
64,68658.57972817305,43814.05995872444,9,MORTGAGE,HOME_IMPROVEMENT,9,0,1
39,22277.07881206809,21298.986767104056,1,MORTGAGE,HOME_IMPROVEMENT,18,0,1
20,51739.147754908656,8838.075160831235,2,OWN,DEBT_CONSOLIDATION,2,0,1
27,128014.0348744217,9748.417427510361,2,MORTGAGE,HOME_IMPROVEMENT,9,0,0
65,132399.14867415477,6224.104664130461,4,MORTGAGE,HOME_IMPROVEMENT,5,1,0
35,119907.51738809286,36551.27866270218,0,RENT,DEBT_CONSOLIDATION,11,0,0
33,34704.2764799545,7247.311255839491,1,RENT,DEBT_CONSOLIDATION,4,0,0
31,123416.34832053242,7380.386057095118,13,MORTGAGE,DEBT_CONSOLIDATION,4,1,0
42,139428.11360915555,38570.279434716016,13,MORTGAGE,DEBT_CONSOLIDATION,3,0,0
34,98079.2405310107,16817.975631245063,6,MORTGAGE,EDUCATION,16,0,0
47,142313.79632394842,3326.889885247115,3,RENT,DEBT_CONSOLIDATION,7,0,0
53,127489.05488254406,4231.497879291668,6,RENT,DEBT_CONSOLIDATION,4,0,0
21,106706.29720881795,8113.329208267509,3,MORTGAGE,DEBT_CONSOLIDATION,3,0,0
51,95034.08077252726,11175.91396295465,5,RENT,MEDICAL,12,1,0
42,65314.57674145616,30601.28635225143,0,MORTGAGE,VENTURE,1,0,1
41,40707.36788156467,8765.030040078615,6,RENT,DEBT_CONSOLIDATION,19,0,0
44,98644.0099497703,7111.5988206140955,8,RENT,DEBT_CONSOLIDATION,18,0,0
41,61354.50197035554,34882.923083480004,23,MORTGAGE,DEBT_CONSOLIDATION,11,0,1
41,132637.0267785939,30855.37720597632,0,MORTGAGE,HOME_IMPROVEMENT,3,0,0
61,149133.8018566217,20718.941522575155,7,RENT,DEBT_CONSOLIDATION,17,0,0
25,117815.60914002443,25620.32017364447,5,RENT,EDUCATION,7,0,0
34,31762.620387316598,15415.312874035995,3,MORTGAGE,HOME_IMPROVEMENT,10,0,1
62,57529.12741898296,22747.51807012051,0,RENT,VENTURE,8,1,1
56,34184.252129547465,23786.923906258067,3,MORTGAGE,DEBT_CONSOLIDATION,15,0,1
52,104566.51421292305,18651.202660658124,2,OWN,VENTURE,5,0,0
27,119474.812392252,40982.605058903,2,RENT,VENTURE,4,0,1
63,140337.72801449255,2690.660194183264,7,OWN,DEBT_CONSOLIDATION,19,0,0
63,76962.4050335584,35633.364312923586,7,RENT,DEBT_CONSOLIDATION,4,0,0
24,137178.83444649776,7348.461743376945,5,MORTGAGE,DEBT_CONSOLIDATION,6,0,0
58,134125.85067537258,36294.536503099574,16,RENT,DEBT_CONSOLIDATION,17,0,0
23,61235.44317950182,28484.212374099014,2,OWN,DEBT_CONSOLIDATION,5,0,1
25,132957.0813202742,38260.9579102653,1,RENT,HOME_IMPROVEMENT,3,1,1
64,68837.39274462443,6193.1160025585905,6,RENT,HOME_IMPROVEMENT,10,0,0
51,58593.0056928365,26036.167266290286,1,OWN,MEDICAL,15,1,0
49,104379.7056432711,23546.778851274474,2,MORTGAGE,DEBT_CONSOLIDATION,10,0,0
54,62689.55962506054,32366.30686742442,1,MORTGAGE,MEDICAL,18,0,1
59,101927.13728278874,24974.493731428058,0,RENT,DEBT_CONSOLIDATION,1,0,0
35,99278.13471483029,25251.58638672348,10,MORTGAGE,VENTURE,3,0,1
32,93247.06055529964,20472.62557377078,1,RENT,DEBT_CONSOLIDATION,12,0,1
61,69454.5615502637,15279.880232315656,3,RENT,DEBT_CONSOLIDATION,1,0,0
49,91304.96381469198,22737.367533844263,0,MORTGAGE,VENTURE,3,0,0
38,97543.11174810481,7095.171427041225,7,RENT,DEBT_CONSOLIDATION,3,1,1
36,90939.29550441155,43345.07357627265,2,OWN,EDUCATION,5,0,0
38,77774.5288576562,32719.662835943727,8,OWN,HOME_IMPROVEMENT,19,0,0
47,21906.717416014297,42956.086017577414,3,MORTGAGE,HOME_IMPROVEMENT,1,0,1
45,96318.02200114963,11749.27744018842,1,MORTGAGE,HOME_IMPROVEMENT,4,0,0
56,41897.77006855355,39811.66386759071,4,MORTGAGE,EDUCATION,4,0,1
45,103534.87596313465,36777.969336232156,0,RENT,DEBT_CONSOLIDATION,17,0,0
42,118714.76262997258,31117.55373567997,3,MORTGAGE,EDUCATION,14,0,0
28,85057.8901869964,28876.25500166385,2,RENT,VENTURE,10,0,0
31,90507.27644736598,15611.63560651841,13,RENT,DEBT_CONSOLIDATION,1,0,0
20,143692.21275657887,37105.66375349632,0,MORTGAGE,DEBT_CONSOLIDATION,2,0,1
20,130131.75697843464,23565.164843628554,2,MORTGAGE,EDUCATION,2,0,0
53,138850.7470736911,5048.337763325271,1,MORTGAGE,HOME_IMPROVEMENT,9,0,0
51,125789.61748154623,15453.11591677059,2,RENT,HOME_IMPROVEMENT,4,1,1
44,34159.38444007508,42217.77523744909,3,MORTGAGE,DEBT_CONSOLIDATION,5,0,1
59,39368.94127612531,38579.25120600839,14,RENT,HOME_IMPROVEMENT,11,0,1
64,88461.09364496474,44221.94501729118,1,MORTGAGE,DEBT_CONSOLIDATION,9,0,1
20,51989.055643739775,29003.71545197622,0,MORTGAGE,HOME_IMPROVEMENT,2,0,1
35,81970.4117553507,12642.933145037714,2,MORTGAGE,VENTURE,6,1,0
58,71267.49209638553,9001.047136105142,0,RENT,DEBT_CONSOLIDATION,11,0,0
24,91423.85099595893,10037.32094616385,0,RENT,HOME_IMPROVEMENT,6,0,0
41,117093.84309765695,2851.2133089319386,5,RENT,MEDICAL,15,1,1
48,113013.81792290567,18799.330772395384,0,MORTGAGE,EDUCATION,3,0,1
22,87760.43722309347,10231.390261480328,0,OWN,VENTURE,1,0,0
31,126911.14444621756,19701.184799638206,7,RENT,HOME_IMPROVEMENT,13,1,1
45,76012.07189994433,42204.760569066915,2,MORTGAGE,VENTURE,14,0,1
35,136572.8576792159,20513.22900880917,0,MORTGAGE,DEBT_CONSOLIDATION,17,1,0
56,29266.43510717131,39753.3333703479,1,MORTGAGE,DEBT_CONSOLIDATION,14,0,1
41,144105.80390432995,28036.704964482688,6,MORTGAGE,DEBT_CONSOLIDATION,17,1,1
48,105110.10058607526,12626.656850439853,1,MORTGAGE,HOME_IMPROVEMENT,14,0,1
33,69409.6861618367,17301.75464814609,4,RENT,VENTURE,12,1,1
47,45630.03645447406,5608.540040321464,0,RENT,DEBT_CONSOLIDATION,16,0,0
24,82293.81982766799,16338.89152462845,5,RENT,EDUCATION,1,0,0
49,45292.58201408913,31134.260656651964,2,OWN,EDUCATION,13,0,1
65,41623.10900660848,5100.776995965713,5,OWN,HOME_IMPROVEMENT,6,0,0
24,100255.72846368665,10832.260564555261,6,MORTGAGE,DEBT_CONSOLIDATION,6,0,0
31,88001.01419563201,18401.964780772392,5,RENT,HOME_IMPROVEMENT,12,0,1
35,107112.48449942243,44228.13009168639,2,MORTGAGE,DEBT_CONSOLIDATION,17,0,0
45,140848.7640648586,35749.058387231846,1,RENT,DEBT_CONSOLIDATION,6,0,1
45,89193.82773407522,33539.93009916047,2,RENT,MEDICAL,7,0,0
40,95521.1669241637,6996.211130594177,1,MORTGAGE,DEBT_CONSOLIDATION,1,1,0
58,31651.424090142475,35582.82342544463,1,OWN,DEBT_CONSOLIDATION,1,0,1
55,113292.65216812184,35766.55889518865,9,OWN,VENTURE,5,0,0
52,71987.6768845403,27847.415911846118,2,MORTGAGE,DEBT_CONSOLIDATION,6,0,0
49,146974.28102613526,44585.55662592999,3,RENT,EDUCATION,16,0,0
56,127012.62202743583,15985.917954755734,5,RENT,DEBT_CONSOLIDATION,16,0,1
42,87922.53526709539,42474.71527439962,5,RENT,DEBT_CONSOLIDATION,14,0,1
29,36018.94504238159,41333.437943129655,0,MORTGAGE,DEBT_CONSOLIDATION,1,0,1
24,131724.0531264766,2493.6683692232473,6,MORTGAGE,DEBT_CONSOLIDATION,6,0,0
55,123971.54240512282,21355.010638416876,1,RENT,HOME_IMPROVEMENT,10,0,0
53,43996.06683981429,44015.48202121766,7,MORTGAGE,EDUCATION,10,0,1
50,58386.17759864031,6434.218583547259,8,RENT,HOME_IMPROVEMENT,9,0,0
29,123142.94355921885,25554.741858482736,7,RENT,MEDICAL,11,0,0
38,44079.69805116326,44095.172802767476,5,MORTGAGE,DEBT_CONSOLIDATION,3,0,1
51,139307.82359227905,25886.303236551987,0,RENT,HOME_IMPROVEMENT,18,0,0
20,75188.56527552704,10162.058027802708,2,MORTGAGE,HOME_IMPROVEMENT,2,0,0
24,31315.065136395624,27033.87889398136,5,MORTGAGE,MEDICAL,6,0,1
64,126047.32365555651,10790.944679830514,2,MORTGAGE,DEBT_CONSOLIDATION,19,0,0
23,68556.2587949904,24347.28330446282,5,RENT,HOME_IMPROVEMENT,5,0,1
35,88444.89523999153,5183.815370230964,2,RENT,VENTURE,13,0,0
43,34599.56477345849,28035.7547762194,2,MORTGAGE,DEBT_CONSOLIDATION,1,0,1
35,20335.92192984771,24221.9673825108,1,RENT,VENTURE,2,0,1
21,102938.0767531287,33826.93885674291,2,RENT,DEBT_CONSOLIDATION,1,1,0
47,86972.77214338511,29120.120259827756,4,MORTGAGE,EDUCATION,5,0,0
51,97160.01398600913,25633.06954682254,7,MORTGAGE,MEDICAL,3,0,1
46,123186.70054946712,31660.49051766921,6,MORTGAGE,EDUCATION,7,1,1
39,104058.76874497182,8189.502283605927,9,RENT,HOME_IMPROVEMENT,13,0,0
43,42720.54756755903,27600.465434119975,13,MORTGAGE,DEBT_CONSOLIDATION,18,0,0
31,66900.42748437799,9400.755921379441,10,RENT,MEDICAL,7,0,0
54,137765.84362240887,41797.45493763088,0,RENT,HOME_IMPROVEMENT,1,0,1
52,120092.81103271827,4938.366508360981,7,MORTGAGE,DEBT_CONSOLIDATION,5,0,0
52,92362.81753177324,20506.11423670411,1,MORTGAGE,EDUCATION,17,0,0
62,53233.8497152054,31919.29153918413,0,OWN,HOME_IMPROVEMENT,8,0,1
56,59267.86523852336,21694.955101735126,6,MORTGAGE,DEBT_CONSOLIDATION,15,0,0
31,115154.5487861325,5960.095889014801,2,OWN,DEBT_CONSOLIDATION,4,0,0
22,130652.6539108602,25795.297693448418,0,OWN,DEBT_CONSOLIDATION,2,0,0
20,107285.20703897988,29590.172079576245,0,MORTGAGE,HOME_IMPROVEMENT,2,0,1
52,125238.89684989743,32263.069372591828,0,MORTGAGE,EDUCATION,1,0,0
59,119665.29757605278,18050.172021898634,14,MORTGAGE,HOME_IMPROVEMENT,5,1,1
29,39461.515834404505,26237.378754236775,0,OWN,VENTURE,6,1,1
62,75112.82567872925,21379.518422373265,1,MORTGAGE,VENTURE,2,1,0
63,39887.894107713146,30898.409666346895,3,RENT,EDUCATION,1,0,1
48,50580.626024258025,27092.9495949672,2,MORTGAGE,DEBT_CONSOLIDATION,4,0,0
32,133003.75120463682,24607.5174410428,14,RENT,EDUCATION,7,0,0
31,81475.95553231367,12729.547774044691,0,MORTGAGE,HOME_IMPROVEMENT,1,0,0
50,89596.55323954592,2086.7962631740584,4,RENT,HOME_IMPROVEMENT,1,0,0
65,43197.97547961038,9485.512038391458,6,MORTGAGE,EDUCATION,8,0,0
21,60595.33218634348,7033.839781239252,3,MORTGAGE,DEBT_CONSOLIDATION,3,0,0
54,49932.00189562309,21310.644035470712,5,RENT,MEDICAL,13,0,1
42,46804.201387395435,28327.10048275932,9,RENT,DEBT_CONSOLIDATION,18,1,1
36,102934.90313107612,11162.65537344675,0,RENT,EDUCATION,10,0,0
45,53394.90019394293,42379.45512658905,2,MORTGAGE,DEBT_CONSOLIDATION,12,0,1
27,102162.0131826544,2287.3315566271745,2,RENT,MEDICAL,1,1,1
48,27599.099834112007,35208.943652109745,13,RENT,DEBT_CONSOLIDATION,10,0,1
45,38430.67115852324,28883.805089809015,0,RENT,DEBT_CONSOLIDATION,9,0,1
29,55690.2330200163,18062.85644505032,0,MORTGAGE,DEBT_CONSOLIDATION,3,0,0
45,97616.09919643991,4171.02460973354,2,RENT,DEBT_CONSOLIDATION,19,0,0
53,107859.36186135888,28981.922586724013,0,MORTGAGE,DEBT_CONSOLIDATION,9,0,1
60,77553.20568133853,18581.381053222867,1,RENT,HOME_IMPROVEMENT,10,0,0
26,77952.81889503976,42259.48699476842,8,MORTGAGE,HOME_IMPROVEMENT,8,0,1
23,114187.19068182036,25305.573220259936,3,RENT,DEBT_CONSOLIDATION,5,0,0
64,22056.741929525717,42405.01498562085,5,MORTGAGE,DEBT_CONSOLIDATION,18,0,1
30,64341.70318164867,11480.798819352076,7,RENT,VENTURE,12,1,0
48,126431.91742550026,33206.21414565644,2,MORTGAGE,EDUCATION,3,0,0
55,98418.5233277384,28541.707896495205,0,OWN,EDUCATION,2,0,0
44,63839.52725820465,33794.553882746404,1,OWN,EDUCATION,1,1,1
40,137718.2230028576,11230.718150819082,2,MORTGAGE,DEBT_CONSOLIDATION,18,0,0
55,120440.95456841974,30594.76419822427,6,MORTGAGE,DEBT_CONSOLIDATION,9,1,0
29,54436.40814077535,23415.736901445365,3,MORTGAGE,DEBT_CONSOLIDATION,11,1,1
56,103887.6788783432,33941.4739209716,0,MORTGAGE,VENTURE,2,0,0
28,97447.59466456437,16062.919698528165,4,RENT,MEDICAL,7,0,0
43,72154.42882506775,40272.45209500586,15,MORTGAGE,HOME_IMPROVEMENT,16,0,0
54,67704.2902966241,5624.956528288067,10,MORTGAGE,DEBT_CONSOLIDATION,19,0,0
54,64662.861720841516,36709.140708021085,10,RENT,DEBT_CONSOLIDATION,15,0,1
55,100230.25184143409,39036.74391004891,9,RENT,DEBT_CONSOLIDATION,11,0,0
37,77513.29174248704,37141.84938877331,2,RENT,HOME_IMPROVEMENT,1,0,0
58,128142.20472268487,24047.234953256368,8,MORTGAGE,DEBT_CONSOLIDATION,7,0,0
51,107048.34009741504,20850.554141322737,0,RENT,MEDICAL,8,0,0
43,29091.10874222644,44839.278320569705,6,RENT,DEBT_CONSOLIDATION,10,0,1
42,103221.86909766159,11854.39390220897,6,RENT,MEDICAL,5,0,1
51,55249.16674502403,25515.66653266992,0,MORTGAGE,VENTURE,9,0,0
56,97065.55891494495,30839.047591439998,9,MORTGAGE,VENTURE,1,0,0
31,108417.15104344868,32137.308342041575,13,RENT,EDUCATION,2,1,0
32,50007.79459002157,10773.060626758885,1,RENT,EDUCATION,14,0,1
42,79391.62383444792,30121.745970611453,10,RENT,EDUCATION,14,0,1
44,44742.23216647882,37189.8913586975,0,OWN,EDUCATION,10,0,1
54,26804.05385224608,4150.798803307825,5,MORTGAGE,HOME_IMPROVEMENT,9,0,0
60,69201.93505316298,41195.41561298861,3,MORTGAGE,MEDICAL,10,0,1
49,67182.75533997896,3268.674371243855,4,RENT,EDUCATION,6,0,0
36,149412.4637915534,17306.754397000957,15,MORTGAGE,VENTURE,17,0,0
39,78025.80565569349,2679.9674380173687,12,MORTGAGE,VENTURE,6,0,0
44,63364.04143138605,5317.242247202021,9,RENT,DEBT_CONSOLIDATION,4,0,0
41,95461.75087316771,41180.2362627434,1,RENT,DEBT_CONSOLIDATION,3,1,1
32,31539.7612340099,17259.015722084354,14,RENT,HOME_IMPROVEMENT,14,0,0
38,145016.54567412572,20265.175808277276,0,MORTGAGE,HOME_IMPROVEMENT,18,0,0
55,102544.8059268343,11259.808399449763,11,MORTGAGE,VENTURE,4,0,1
31,118128.91659231021,27675.11811802895,2,MORTGAGE,HOME_IMPROVEMENT,8,0,0
60,42162.13196260928,27576.538231144954,0,MORTGAGE,HOME_IMPROVEMENT,17,0,0
38,73232.12089067651,18004.616848484427,6,RENT,HOME_IMPROVEMENT,5,0,1
31,74949.58474150463,16320.49948763213,1,MORTGAGE,DEBT_CONSOLIDATION,13,0,0
28,126834.83770714128,40053.46525176527,1,MORTGAGE,EDUCATION,1,0,0
26,20160.768368723227,18481.222304614657,2,RENT,VENTURE,8,0,1
47,59110.90408592316,23220.542662639553,0,MORTGAGE,DEBT_CONSOLIDATION,4,0,0
33,147560.7286647595,14182.104784272018,1,RENT,HOME_IMPROVEMENT,14,0,1
50,81735.25065580843,35831.088644356474,0,RENT,HOME_IMPROVEMENT,3,0,1
38,69728.41643172107,19090.27074666094,3,MORTGAGE,DEBT_CONSOLIDATION,5,0,0
35,35577.77026229403,24085.275001405957,0,MORTGAGE,DEBT_CONSOLIDATION,7,0,1
24,146641.401721642,12894.35831256544,6,MORTGAGE,MEDICAL,1,0,0
54,22603.42627035718,44469.36247067383,1,RENT,DEBT_CONSOLIDATION,12,0,1
31,115833.42925094161,14534.316859720084,13,MORTGAGE,DEBT_CONSOLIDATION,11,0,0
44,119917.9746225061,35141.92882893872,12,MORTGAGE,DEBT_CONSOLIDATION,8,0,0
40,51675.37308830266,20382.312965340643,2,MORTGAGE,EDUCATION,6,0,0
55,107302.59766969485,10867.348418618016,9,OWN,EDUCATION,2,1,0
42,32080.78876932069,36387.90685048903,9,MORTGAGE,EDUCATION,19,0,1
35,53416.144636170386,16345.091928248856,17,RENT,DEBT_CONSOLIDATION,14,0,0
58,122427.25847799444,39203.31393810588,5,MORTGAGE,VENTURE,1,0,0
64,132409.20496436022,41356.05895146639,0,RENT,DEBT_CONSOLIDATION,10,0,0
61,99103.23364577287,38972.424921824866,6,RENT,DEBT_CONSOLIDATION,16,0,0
58,85888.99613666274,3505.340336692643,5,MORTGAGE,HOME_IMPROVEMENT,4,0,0
33,40709.52268046744,35857.05383521954,6,OWN,DEBT_CONSOLIDATION,11,0,1
50,28204.174300289524,19687.597059463187,2,RENT,VENTURE,16,0,1
24,35294.373701562625,39570.08556783568,6,MORTGAGE,MEDICAL,1,1,1
54,49556.44901249284,29432.033295443765,19,RENT,DEBT_CONSOLIDATION,16,0,0
42,64417.68524659971,37846.65476819021,1,MORTGAGE,VENTURE,19,0,0
48,69518.23831642834,23475.56610427392,0,MORTGAGE,VENTURE,9,0,0
62,65021.82991657046,25006.09669775411,1,MORTGAGE,MEDICAL,9,0,0
30,51077.19318564453,8208.668181747691,10,RENT,DEBT_CONSOLIDATION,9,0,0
37,86264.15207772076,35711.45642364228,6,MORTGAGE,HOME_IMPROVEMENT,17,1,1
31,127287.19407027659,20033.75330167978,6,OWN,DEBT_CONSOLIDATION,12,0,1
28,56361.4600012923,23503.445085678053,3,MORTGAGE,VENTURE,10,1,1
29,142510.3124832903,35759.201706115426,5,MORTGAGE,DEBT_CONSOLIDATION,8,0,0
63,133533.76602410022,27750.352203415878,2,OWN,HOME_IMPROVEMENT,16,1,0
36,41029.34747577425,10647.2452800347,3,RENT,DEBT_CONSOLIDATION,18,0,1
57,122215.87437842229,27380.00434348839,9,MORTGAGE,DEBT_CONSOLIDATION,1,0,0
26,94696.35970130966,19528.212893125197,8,MORTGAGE,EDUCATION,1,0,0
65,93654.7970822844,22189.598307886095,16,RENT,VENTURE,12,0,1
32,70835.55919756267,3217.3847993147147,14,MORTGAGE,EDUCATION,6,0,0
59,85149.88989366127,11031.262029200108,3,RENT,VENTURE,9,0,1
61,71633.24106579743,14084.637499384215,3,MORTGAGE,DEBT_CONSOLIDATION,5,0,1
28,90165.24043879256,32657.28033792865,7,MORTGAGE,HOME_IMPROVEMENT,10,0,1
46,101633.50686044266,2494.1763518189587,15,RENT,HOME_IMPROVEMENT,18,1,0
21,107659.4948331763,19577.422232852678,0,MORTGAGE,DEBT_CONSOLIDATION,3,1,1
24,89222.5550327254,41733.15542830651,2,RENT,HOME_IMPROVEMENT,6,0,1
48,113784.86875273513,6810.866511612326,0,RENT,EDUCATION,1,0,0
56,38366.14640581576,24206.248693400274,5,RENT,HOME_IMPROVEMENT,19,0,0
57,47557.72381729101,35820.46244280642,2,MORTGAGE,EDUCATION,8,0,1
38,126435.55052965511,42528.84622336502,2,RENT,HOME_IMPROVEMENT,3,0,1
27,61928.63712003397,34111.395499949875,0,MORTGAGE,DEBT_CONSOLIDATION,5,0,1
64,22976.197246895634,32984.31859170947,2,MORTGAGE,DEBT_CONSOLIDATION,8,0,1
20,39992.84945684404,37538.987878417785,2,RENT,HOME_IMPROVEMENT,2,0,1
41,49069.87648452046,21186.652502034376,1,MORTGAGE,DEBT_CONSOLIDATION,18,0,0
36,144451.97542629635,36651.314902566824,7,MORTGAGE,DEBT_CONSOLIDATION,18,0,0
26,94495.38576101042,2342.469404054398,5,MORTGAGE,HOME_IMPROVEMENT,1,0,0
44,141254.99626191313,41756.12538120261,11,RENT,HOME_IMPROVEMENT,15,0,1
64,94771.23556456124,21062.179909238537,0,RENT,DEBT_CONSOLIDATION,18,0,0
23,82316.07721792074,25795.348078227147,5,RENT,EDUCATION,5,0,0
55,60784.59985523249,12959.93670333994,5,RENT,EDUCATION,16,0,0
25,98828.22277633882,33928.82581213812,7,RENT,DEBT_CONSOLIDATION,7,0,1
50,38095.74320027888,5295.339678435699,14,RENT,VENTURE,15,0,0
38,136774.01154805179,39523.33950951391,1,RENT,EDUCATION,6,0,0
63,127813.21266836688,37609.02364727274,0,RENT,EDUCATION,9,0,0
58,61279.088223975814,11290.584998524955,1,RENT,HOME_IMPROVEMENT,7,0,0
46,143863.67858816826,36800.949126266285,4,RENT,DEBT_CONSOLIDATION,14,0,0
29,127276.09976402386,35813.3825216437,1,OWN,EDUCATION,11,0,0
45,106619.89515855517,29185.313703419808,1,RENT,DEBT_CONSOLIDATION,16,0,0
38,35829.04844628572,18061.367606686566,3,MORTGAGE,MEDICAL,6,1,1
58,82170.4229962494,13674.446429820318,0,RENT,VENTURE,16,0,0
22,85793.98213007761,11966.69438244205,0,OWN,HOME_IMPROVEMENT,4,0,1
64,50231.676587499416,15700.185398835109,3,RENT,DEBT_CONSOLIDATION,12,0,0
32,30395.501266709252,40853.013067598804,0,OWN,DEBT_CONSOLIDATION,14,0,1
47,120974.07196132005,5338.553367517595,3,MORTGAGE,DEBT_CONSOLIDATION,5,0,0
39,35864.556776171354,37641.464878877225,3,RENT,HOME_IMPROVEMENT,13,0,1
47,97257.79757303071,17002.273226798414,3,MORTGAGE,DEBT_CONSOLIDATION,8,0,1
27,141738.39260487587,24428.774028488402,9,MORTGAGE,HOME_IMPROVEMENT,5,0,0
60,133893.67503774553,36162.8822468851,4,RENT,DEBT_CONSOLIDATION,12,0,1
58,56107.84108740395,40028.19152198776,3,MORTGAGE,MEDICAL,9,0,1
20,130688.3228816645,16825.60106312382,2,OWN,DEBT_CONSOLIDATION,2,0,1
22,20043.225795663624,21859.269694829745,4,MORTGAGE,MEDICAL,3,0,1
32,22299.41524972344,19824.19078712207,13,RENT,MEDICAL,1,0,1
